id,valueType,timestamp,deviceType,value,deviceName,reading,baseType,metadata
reading-1777005625580765,Float64,1777005625580766208,,85.080000,energy-sensor-001                                               ,energy,,
reading-1777005630080833,Float64,1777005630080834816,,12.720000,energy-sensor-001                                               ,energy,,
reading-1777005632507215,Float64,1777005632507216896,,44.010000,energy-sensor-001                                               ,energy,,
reading-1777005637812252,Float64,1777005637812253696,,63.480000,energy-sensor-001                                               ,energy,,
reading-1777005642972749,Float64,1777005642972750848,,0.000000,energy-sensor-001                                               ,energy,,
reading-1777005653931950,Float64,1777005653931951616,,96.560000,energy-sensor-001                                               ,energy,,
reading-1777005674756539,Float64,1777005674756540928,,21.800000,energy-sensor-001                                               ,energy,,
reading-1777005676882942,Float64,1777005676882942976,,200.000000,energy-sensor-001                                               ,energy,,
reading-1777005687149798,Float64,1777005687149799680,,48.230000,energy-sensor-001                                               ,energy,,
reading-1777005705286523,Float64,1777005705286524416,,99.200000,energy-sensor-001                                               ,energy,,
reading-1777005707310072,Float64,1777005707310073856,,46.250000,energy-sensor-001                                               ,energy,,
reading-1777005713479167,Float64,1777005713479168768,,52.700000,energy-sensor-001                                               ,energy,,
reading-1777005716340507,Float64,1777005716340508416,,69.860000,energy-sensor-001                                               ,energy,,
reading-1777005733556281,Float64,1777005733556283904,,200.000000,energy-sensor-001                                               ,energy,,
reading-1777005740215721,Float64,1777005740215721728,,53.050000,energy-sensor-001                                               ,energy,,
reading-1777005740417925,Float64,1777005740417927168,,4.710000,energy-sensor-001                                               ,energy,,
reading-1777005753983465,Float64,1777005753983467520,,99.730000,energy-sensor-001                                               ,energy,,
reading-1777005759038509,Float64,1777005759038511872,,77.170000,energy-sensor-001                                               ,energy,,
reading-1777005762062356,Float64,1777005762062358784,,16.440000,energy-sensor-001                                               ,energy,,
reading-1777005767144267,Float64,1777005767144268800,,92.170000,energy-sensor-001                                               ,energy,,
reading-1777005775646443,Float64,1777005775646445056,,41.900000,energy-sensor-001                                               ,energy,,
reading-1777005782514438,Float64,1777005782514440704,,16.460000,energy-sensor-001                                               ,energy,,
reading-1777005790589884,Float64,1777005790589885696,,46.650000,energy-sensor-001                                               ,energy,,
reading-1777005791731923,Float64,1777005791731924224,,96.680000,energy-sensor-001                                               ,energy,,
reading-1777005804114888,Float64,1777005804114889728,,99.810000,energy-sensor-001                                               ,energy,,
reading-1777005843327214,Float64,1777005843327215360,,32.310000,energy-sensor-001                                               ,energy,,
reading-1777005857003623,Float64,1777005857003625728,,74.610000,energy-sensor-001                                               ,energy,,
reading-1777005862259809,Float64,1777005862259809792,,57.110000,energy-sensor-001                                               ,energy,,
reading-1777005875743922,Float64,1777005875743922688,,32.860000,energy-sensor-001                                               ,energy,,
reading-1777005894913730,Float64,1777005894913732352,,67.680000,energy-sensor-001                                               ,energy,,
reading-1777005916412176,Float64,1777005916412178688,,200.000000,energy-sensor-001                                               ,energy,,
reading-1777005920096627,Float64,1777005920096628224,,65.720000,energy-sensor-001                                               ,energy,,
reading-1777005922732793,Float64,1777005922732794880,,59.020000,energy-sensor-001                                               ,energy,,
reading-1777005928734560,Float64,1777005928734561280,,29.440000,energy-sensor-001                                               ,energy,,
reading-1777005942415845,Float64,1777005942415846912,,77.810000,energy-sensor-001                                               ,energy,,
reading-1777005956918387,Float64,1777005956918388224,,43.180000,energy-sensor-001                                               ,energy,,
reading-1777005962609641,Float64,1777005962609642496,,431.800000,energy-sensor-001                                               ,energy,,
reading-1777005969310642,Float64,1777005969310643200,,93.530000,energy-sensor-001                                               ,energy,,
reading-1777005977518942,Float64,1777005977518944256,,75.580000,energy-sensor-001                                               ,energy,,
reading-1777005983670582,Float64,1777005983670582784,,52.220000,energy-sensor-001                                               ,energy,,
reading-1777006007449221,Float64,1777006007449221888,,33.250000,energy-sensor-001                                               ,energy,,
reading-1777006016638460,Float64,1777006016638461696,,74.890000,energy-sensor-001                                               ,energy,,
reading-1777006020680371,Float64,1777006020680373760,,30.500000,energy-sensor-001                                               ,energy,,
reading-1777006021696144,Float64,1777006021696147200,,6.510000,energy-sensor-001                                               ,energy,,
reading-1777006032458321,Float64,1777006032458323200,,17.260000,energy-sensor-001                                               ,energy,,
reading-1777006044115088,Float64,1777006044115089152,,0.400000,energy-sensor-001                                               ,energy,,
reading-1777006051313291,Float64,1777006051313292288,,9.330000,energy-sensor-001                                               ,energy,,
reading-1777006060790081,Float64,1777006060790082816,,91.140000,energy-sensor-001                                               ,energy,,
reading-1777006087724906,Float64,1777006087724907776,,0.000000,energy-sensor-001                                               ,energy,,
reading-1777006099742135,Float64,1777006099742136832,,53.390000,energy-sensor-001                                               ,energy,,
reading-1777006110065610,Float64,1777006110065611008,,10.740000,energy-sensor-001                                               ,energy,,
reading-1777006119867620,Float64,1777006119867621120,,87.800000,energy-sensor-001                                               ,energy,,
reading-1777006133744147,Float64,1777006133744148480,,34.120000,energy-sensor-001                                               ,energy,,
reading-1777006140033555,Float64,1777006140033555968,,90.670000,energy-sensor-001                                               ,energy,,
reading-1777006158514978,Float64,1777006158514979072,,92.490000,energy-sensor-001                                               ,energy,,
reading-1777006185186393,Float64,1777006185186395136,,18.680000,energy-sensor-001                                               ,energy,,
reading-1777006185490017,Float64,1777006185490017792,,44.620000,energy-sensor-001                                               ,energy,,
reading-1777006190238847,Float64,1777006190238849792,,49.430000,energy-sensor-001                                               ,energy,,
reading-1777006191047346,Float64,1777006191047348224,,36.810000,energy-sensor-001                                               ,energy,,
reading-1777006199931368,Float64,1777006199931369472,,44.370000,energy-sensor-001                                               ,energy,,
reading-1777006207489866,Float64,1777006207489867520,,4.450000,energy-sensor-001                                               ,energy,,
reading-1777006234035888,Float64,1777006234035888896,,0.880000,energy-sensor-001                                               ,energy,,
reading-1777006247892967,Float64,1777006247892968704,,13.570000,energy-sensor-001                                               ,energy,,
reading-1777006259926805,Float64,1777006259926806528,,21.540000,energy-sensor-001                                               ,energy,,
reading-1777006272783014,Float64,1777006272783015680,,35.170000,energy-sensor-001                                               ,energy,,
reading-1777006278527862,Float64,1777006278527863296,,62.000000,energy-sensor-001                                               ,energy,,
reading-1777006317288536,Float64,1777006317288537088,,88.130000,energy-sensor-001                                               ,energy,,
reading-1777006322768668,Float64,1777006322768669184,,98.650000,energy-sensor-001                                               ,energy,,
reading-1777006335813919,Float64,1777006335813920512,,14.830000,energy-sensor-001                                               ,energy,,
reading-1777006342151116,Float64,1777006342151117568,,0.000000,energy-sensor-001                                               ,energy,,
reading-1777006345597863,Float64,1777006345597864704,,34.930000,energy-sensor-001                                               ,energy,,
reading-1777006347723957,Float64,1777006347723958528,,11.610000,energy-sensor-001                                               ,energy,,
reading-1777006376771339,Float64,1777006376771341568,,17.610000,energy-sensor-001                                               ,energy,,
reading-1777006381228720,Float64,1777006381228721408,,43.350000,energy-sensor-001                                               ,energy,,
reading-1777006383069981,Float64,1777006383069982464,,14.930000,energy-sensor-001                                               ,energy,,
reading-1777006390858807,Float64,1777006390858808064,,40.940000,energy-sensor-001                                               ,energy,,
reading-1777006400094450,Float64,1777006400094451200,,99.180000,energy-sensor-001                                               ,energy,,
reading-1777006401223802,Float64,1777006401223803392,,22.730000,energy-sensor-001                                               ,energy,,
reading-1777006405593347,Float64,1777006405593349888,,77.030000,energy-sensor-001                                               ,energy,,
reading-1777006405998255,Float64,1777006405998257408,,80.800000,energy-sensor-001                                               ,energy,,
reading-1777006426140342,Float64,1777006426140345600,,49.880000,energy-sensor-001                                               ,energy,,
reading-1777006426546450,Float64,1777006426546451456,,31.640000,energy-sensor-001                                               ,energy,,
reading-1777006427590760,Float64,1777006427590761728,,31.740000,energy-sensor-001                                               ,energy,,
reading-1777006449520841,Float64,1777006449520842496,,73.400000,energy-sensor-001                                               ,energy,,
reading-1777006450667420,Float64,1777006450667421440,,83.320000,energy-sensor-001                                               ,energy,,
reading-1777006452446553,Float64,1777006452446554624,,61.470000,energy-sensor-001                                               ,energy,,
reading-1777006464733831,Float64,1777006464733833728,,69.650000,energy-sensor-001                                               ,energy,,
reading-1777006467765586,Float64,1777006467765588224,,13.160000,energy-sensor-001                                               ,energy,,
reading-1777005361923308,Float64,1777005361923310848,,6.230000,energy-sensor-002                                               ,energy,,
reading-1777005365092265,Float64,1777005365092267008,,97.250000,energy-sensor-002                                               ,energy,,
reading-1777005380267105,Float64,1777005380267108096,,87.210000,energy-sensor-002                                               ,energy,,
reading-1777005382691290,Float64,1777005382691292672,,54.100000,energy-sensor-002                                               ,energy,,
reading-1777005388197947,Float64,1777005388197948928,,16.960000,energy-sensor-002                                               ,energy,,
reading-1777005393706101,Float64,1777005393706102272,,7.450000,energy-sensor-002                                               ,energy,,
reading-1777005395538113,Float64,1777005395538114560,,26.170000,energy-sensor-002                                               ,energy,,
reading-1777005395639646,Float64,1777005395639647232,,76.470000,energy-sensor-002                                               ,energy,,
reading-1777005430870626,Float64,1777005430870628608,,23.670000,energy-sensor-002                                               ,energy,,
reading-1777005432537721,Float64,1777005432537722368,,87.340000,energy-sensor-002                                               ,energy,,
reading-1777005436079478,Float64,1777005436079479808,,97.690000,energy-sensor-002                                               ,energy,,
reading-1777005438911929,Float64,1777005438911931904,,87.460000,energy-sensor-002                                               ,energy,,
reading-1777005442581710,Float64,1777005442581711616,,86.330000,energy-sensor-002                                               ,energy,,
reading-1777005451740180,Float64,1777005451740182784,,20.870000,energy-sensor-002                                               ,energy,,
reading-1777005473225910,Float64,1777005473225911296,,13.320000,energy-sensor-002                                               ,energy,,
reading-1777005503772413,Float64,1777005503772413952,,12.840000,energy-sensor-002                                               ,energy,,
reading-1777005506345209,Float64,1777005506345211392,,33.050000,energy-sensor-002                                               ,energy,,
reading-1777005518142144,Float64,1777005518142145280,,25.370000,energy-sensor-002                                               ,energy,,
reading-1777005521900872,Float64,1777005521900873216,,16.380000,energy-sensor-002                                               ,energy,,
reading-1777005540049771,Float64,1777005540049772544,,22.870000,energy-sensor-002                                               ,energy,,
reading-1777005564192839,Float64,1777005564192840448,,77.400000,energy-sensor-002                                               ,energy,,
reading-1777005573546318,Float64,1777005573546319616,,96.120000,energy-sensor-002                                               ,energy,,
reading-1777005579892449,Float64,1777005579892450560,,5.280000,energy-sensor-002                                               ,energy,,
reading-1777005586861466,Float64,1777005586861467392,,93.940000,energy-sensor-002                                               ,energy,,
reading-1777005610783251,Float64,1777005610783254272,,53.850000,energy-sensor-002                                               ,energy,,
reading-1777005621126180,Float64,1777005621126181632,,59.950000,energy-sensor-002                                               ,energy,,
reading-1777005658215521,Float64,1777005658215522816,,68.370000,energy-sensor-002                                               ,energy,,
reading-1777005664100593,Float64,1777005664100594688,,50.410000,energy-sensor-002                                               ,energy,,
reading-1777005689192383,Float64,1777005689192385280,,73.500000,energy-sensor-002                                               ,energy,,
reading-1777005694799987,Float64,1777005694799989504,,89.800000,energy-sensor-002                                               ,energy,,
reading-1777005735255603,Float64,1777005735255604224,,23.840000,energy-sensor-002                                               ,energy,,
reading-1777005751559215,Float64,1777005751559217920,,15.240000,energy-sensor-002                                               ,energy,,
reading-1777005752972240,Float64,1777005752972241152,,95.560000,energy-sensor-002                                               ,energy,,
reading-1777005753072833,Float64,1777005753072836096,,32.240000,energy-sensor-002                                               ,energy,,
reading-1777005756205711,Float64,1777005756205713920,,76.920000,energy-sensor-002                                               ,energy,,
reading-1777005756913071,Float64,1777005756913073408,,3.460000,energy-sensor-002                                               ,energy,,
reading-1777005758327079,Float64,1777005758327080704,,14.310000,energy-sensor-002                                               ,energy,,
reading-1777005764588600,Float64,1777005764588601088,,65.880000,energy-sensor-002                                               ,energy,,
reading-1777005771897518,Float64,1777005771897520128,,21.680000,energy-sensor-002                                               ,energy,,
reading-1777005793961439,Float64,1777005793961440512,,88.960000,energy-sensor-002                                               ,energy,,
reading-1777005798350354,Float64,1777005798350355968,,24.140000,energy-sensor-002                                               ,energy,,
reading-1777005805430771,Float64,1777005805430772480,,12.200000,energy-sensor-002                                               ,energy,,
reading-1777005819501678,Float64,1777005819501679616,,6.120000,energy-sensor-002                                               ,energy,,
reading-1777005823895111,Float64,1777005823895112704,,86.460000,energy-sensor-002                                               ,energy,,
reading-1777005833012560,Float64,1777005833012560896,,84.650000,energy-sensor-002                                               ,energy,,
reading-1777005856092512,Float64,1777005856092514304,,43.260000,energy-sensor-002                                               ,energy,,
reading-1777005866689069,Float64,1777005866689071616,,90.470000,energy-sensor-002                                               ,energy,,
reading-1777005868206945,Float64,1777005868206947328,,904.700000,energy-sensor-002                                               ,energy,,
reading-1777005870029151,Float64,1777005870029153024,,65.350000,energy-sensor-002                                               ,energy,,
reading-1777005875535819,Float64,1777005875535820800,,29.750000,energy-sensor-002                                               ,energy,,
reading-1777005883372053,Float64,1777005883372055040,,80.900000,energy-sensor-002                                               ,energy,,
reading-1777005890840093,Float64,1777005890840094720,,18.220000,energy-sensor-002                                               ,energy,,
reading-1777005894711592,Float64,1777005894711594752,,17.610000,energy-sensor-002                                               ,energy,,
reading-1777005896226688,Float64,1777005896226690048,,25.220000,energy-sensor-002                                               ,energy,,
reading-1777005903934009,Float64,1777005903934011136,,4.300000,energy-sensor-002                                               ,energy,,
reading-1777005906810406,Float64,1777005906810408704,,38.380000,energy-sensor-002                                               ,energy,,
reading-1777005920399546,Float64,1777005920399548928,,73.040000,energy-sensor-002                                               ,energy,,
reading-1777005926408007,Float64,1777005926408010240,,22.880000,energy-sensor-002                                               ,energy,,
reading-1777005933924861,Float64,1777005933924862720,,38.710000,energy-sensor-002                                               ,energy,,
reading-1777005934935691,Float64,1777005934935692800,,86.360000,energy-sensor-002                                               ,energy,,
reading-1777005943530862,Float64,1777005943530863104,,43.870000,energy-sensor-002                                               ,energy,,
reading-1777005948223821,Float64,1777005948223823616,,438.700000,energy-sensor-002                                               ,energy,,
reading-1777005954395034,Float64,1777005954395036160,,63.500000,energy-sensor-002                                               ,energy,,
reading-1777005960274331,Float64,1777005960274332672,,84.290000,energy-sensor-002                                               ,energy,,
reading-1777005978134123,Float64,1777005978134124288,,28.380000,energy-sensor-002                                               ,energy,,
reading-1777005989294944,Float64,1777005989294945792,,96.550000,energy-sensor-002                                               ,energy,,
reading-1777005996148745,Float64,1777005996148746496,,965.500000,energy-sensor-002                                               ,energy,,
reading-1777006014043793,Float64,1777006014043793920,,89.670000,energy-sensor-002                                               ,energy,,
reading-1777006034173193,Float64,1777006034173194752,,20.440000,energy-sensor-002                                               ,energy,,
reading-1777006046748054,Float64,1777006046748055552,,83.100000,energy-sensor-002                                               ,energy,,
reading-1777006059946936,Float64,1777006059946937088,,26.670000,energy-sensor-002                                               ,energy,,
reading-1777006094298976,Float64,1777006094298977024,,18.310000,energy-sensor-002                                               ,energy,,
reading-1777006100689486,Float64,1777006100689487616,,22.390000,energy-sensor-002                                               ,energy,,
reading-1777006105458311,Float64,1777006105458312448,,16.970000,energy-sensor-002                                               ,energy,,
reading-1777006126743403,Float64,1777006126743404544,,86.300000,energy-sensor-002                                               ,energy,,
reading-1777006132428282,Float64,1777006132428283136,,78.460000,energy-sensor-002                                               ,energy,,
reading-1777006144095939,Float64,1777006144095939840,,91.470000,energy-sensor-002                                               ,energy,,
reading-1777006147787731,Float64,1777006147787732224,,70.830000,energy-sensor-002                                               ,energy,,
reading-1777006149818424,Float64,1777006149818425088,,97.970000,energy-sensor-002                                               ,energy,,
reading-1777006172746886,Float64,1777006172746887168,,80.850000,energy-sensor-002                                               ,energy,,
reading-1777006186301829,Float64,1777006186301830656,,67.750000,energy-sensor-002                                               ,energy,,
reading-1777006187916567,Float64,1777006187916569344,,12.740000,energy-sensor-002                                               ,energy,,
reading-1777006197101366,Float64,1777006197101368576,,21.450000,energy-sensor-002                                               ,energy,,
reading-1777006208212839,Float64,1777006208212840448,,38.860000,energy-sensor-002                                               ,energy,,
reading-1777006209123485,Float64,1777006209123486464,,9.920000,energy-sensor-002                                               ,energy,,
reading-1777006210236245,Float64,1777006210236246016,,96.090000,energy-sensor-002                                               ,energy,,
reading-1777006212814359,Float64,1777006212814361856,,99.980000,energy-sensor-002                                               ,energy,,
reading-1777006215659482,Float64,1777006215659483392,,33.240000,energy-sensor-002                                               ,energy,,
reading-1777006218010606,Float64,1777006218010607872,,56.790000,energy-sensor-002                                               ,energy,,
reading-1777006256685178,Float64,1777006256685179648,,11.620000,energy-sensor-002                                               ,energy,,
reading-1777006272389003,Float64,1777006272389004032,,23.300000,energy-sensor-002                                               ,energy,,
reading-1777006276706448,Float64,1777006276706450176,,74.560000,energy-sensor-002                                               ,energy,,
reading-1777006289036830,Float64,1777006289036831488,,31.910000,energy-sensor-002                                               ,energy,,
reading-1777006299773890,Float64,1777006299773892096,,15.840000,energy-sensor-002                                               ,energy,,
reading-1777006304829398,Float64,1777006304829403392,,83.240000,energy-sensor-002                                               ,energy,,
reading-1777006312206158,Float64,1777006312206159104,,96.660000,energy-sensor-002                                               ,energy,,
reading-1777006335204539,Float64,1777006335204540160,,21.710000,energy-sensor-002                                               ,energy,,
reading-1777006337784568,Float64,1777006337784569344,,24.440000,energy-sensor-002                                               ,energy,,
reading-1777006341341208,Float64,1777006341341210112,,44.660000,energy-sensor-002                                               ,energy,,
reading-1777006343779551,Float64,1777006343779552512,,13.870000,energy-sensor-002                                               ,energy,,
reading-1777006347017038,Float64,1777006347017039872,,60.910000,energy-sensor-002                                               ,energy,,
reading-1777006365359044,Float64,1777006365359046400,,200.000000,energy-sensor-002                                               ,energy,,
reading-1777006378793704,Float64,1777006378793705216,,37.080000,energy-sensor-002                                               ,energy,,
reading-1777006387007883,Float64,1777006387007885056,,87.080000,energy-sensor-002                                               ,energy,,
reading-1777006410176829,Float64,1777006410176830464,,0.000000,energy-sensor-002                                               ,energy,,
reading-1777006417198979,Float64,1777006417198981888,,5.840000,energy-sensor-002                                               ,energy,,
reading-1777006429778676,Float64,1777006429778676992,,11.620000,energy-sensor-002                                               ,energy,,
reading-1777006432942644,Float64,1777006432942646016,,23.710000,energy-sensor-002                                               ,energy,,
reading-1777006447549687,Float64,1777006447549688832,,34.820000,energy-sensor-002                                               ,energy,,
reading-1777006449194649,Float64,1777006449194650624,,25.620000,energy-sensor-002                                               ,energy,,
reading-1777006460936545,Float64,1777006460936546560,,34.930000,energy-sensor-002                                               ,energy,,
reading-1777006463366170,Float64,1777006463366170880,,7.070000,energy-sensor-002                                               ,energy,,
reading-1777005369571515,Float64,1777005369571517184,,39.740000,energy-sensor-003                                               ,energy,,
reading-1777005378814421,Float64,1777005378814422272,,32.610000,energy-sensor-003                                               ,energy,,
reading-1777005401841311,Float64,1777005401841313792,,97.430000,energy-sensor-003                                               ,energy,,
reading-1777005416399339,Float64,1777005416399340288,,24.280000,energy-sensor-003                                               ,energy,,
reading-1777005416705144,Float64,1777005416705147392,,79.050000,energy-sensor-003                                               ,energy,,
reading-1777005428245320,Float64,1777005428245321984,,2.100000,energy-sensor-003                                               ,energy,,
reading-1777005428346508,Float64,1777005428346509568,,62.940000,energy-sensor-003                                               ,energy,,
reading-1777005437799637,Float64,1777005437799639296,,4.330000,energy-sensor-003                                               ,energy,,
reading-1777005438507620,Float64,1777005438507622656,,46.630000,energy-sensor-003                                               ,energy,,
reading-1777005456093577,Float64,1777005456093579520,,2.450000,energy-sensor-003                                               ,energy,,
reading-1777005482565013,Float64,1777005482565015296,,28.720000,energy-sensor-003                                               ,energy,,
reading-1777005483474655,Float64,1777005483474657280,,37.440000,energy-sensor-003                                               ,energy,,
reading-1777005487633286,Float64,1777005487633287168,,65.410000,energy-sensor-003                                               ,energy,,
reading-1777005492469496,Float64,1777005492469497600,,3.850000,energy-sensor-003                                               ,energy,,
reading-1777005517224708,Float64,1777005517224709376,,66.590000,energy-sensor-003                                               ,energy,,
reading-1777005528951955,Float64,1777005528951956480,,97.070000,energy-sensor-003                                               ,energy,,
reading-1777005550973795,Float64,1777005550973796352,,26.400000,energy-sensor-003                                               ,energy,,
reading-1777005556081561,Float64,1777005556081562624,,20.170000,energy-sensor-003                                               ,energy,,
reading-1777005560631256,Float64,1777005560631257856,,39.460000,energy-sensor-003                                               ,energy,,
reading-1777005563626252,Float64,1777005563626253568,,3.190000,energy-sensor-003                                               ,energy,,
reading-1777005575364210,Float64,1777005575364212224,,5.960000,energy-sensor-003                                               ,energy,,
reading-1777005576171092,Float64,1777005576171094016,,38.410000,energy-sensor-003                                               ,energy,,
reading-1777005580398263,Float64,1777005580398264576,,29.410000,energy-sensor-003                                               ,energy,,
reading-1777005595685949,Float64,1777005595685950208,,60.510000,energy-sensor-003                                               ,energy,,
reading-1777005599691902,Float64,1777005599691903488,,99.590000,energy-sensor-003                                               ,energy,,
reading-1777005626389646,Float64,1777005626389648896,,79.760000,energy-sensor-003                                               ,energy,,
reading-1777005642670041,Float64,1777005642670042624,,37.300000,energy-sensor-003                                               ,energy,,
reading-1777005645096707,Float64,1777005645096708352,,0.000000,energy-sensor-003                                               ,energy,,
reading-1777005645401415,Float64,1777005645401416448,,69.380000,energy-sensor-003                                               ,energy,,
reading-1777005650093053,Float64,1777005650093054464,,76.210000,energy-sensor-003                                               ,energy,,
reading-1777005653325129,Float64,1777005653325131264,,0.010000,energy-sensor-003                                               ,energy,,
reading-1777005656396746,Float64,1777005656396749056,,43.040000,energy-sensor-003                                               ,energy,,
reading-1777005658418623,Float64,1777005658418624000,,95.370000,energy-sensor-003                                               ,energy,,
reading-1777005681872269,Float64,1777005681872271360,,69.000000,energy-sensor-003                                               ,energy,,
reading-1777005689900223,Float64,1777005689900225536,,46.070000,energy-sensor-003                                               ,energy,,
reading-1777005703870129,Float64,1777005703870130944,,2.690000,energy-sensor-003                                               ,energy,,
reading-1777005703970616,Float64,1777005703970617088,,0.000000,energy-sensor-003                                               ,energy,,
reading-1777005704071709,Float64,1777005704071710720,,10.580000,energy-sensor-003                                               ,energy,,
reading-1777005706196638,Float64,1777005706196639744,,71.650000,energy-sensor-003                                               ,energy,,
reading-1777005711152547,Float64,1777005711152548608,,200.000000,energy-sensor-003                                               ,energy,,
reading-1777005716441027,Float64,1777005716441028352,,200.000000,energy-sensor-003                                               ,energy,,
reading-1777005723679108,Float64,1777005723679110144,,81.150000,energy-sensor-003                                               ,energy,,
reading-1777005740821707,Float64,1777005740821708800,,12.030000,energy-sensor-003                                               ,energy,,
reading-1777005763982710,Float64,1777005763982713088,,83.700000,energy-sensor-003                                               ,energy,,
reading-1777005767245322,Float64,1777005767245325056,,79.340000,energy-sensor-003                                               ,energy,,
reading-1777005776454035,Float64,1777005776454037248,,69.200000,energy-sensor-003                                               ,energy,,
reading-1777005777059020,Float64,1777005777059022592,,24.980000,energy-sensor-003                                               ,energy,,
reading-1777005780190286,Float64,1777005780190287104,,61.690000,energy-sensor-003                                               ,energy,,
reading-1777005782312280,Float64,1777005782312282368,,55.200000,energy-sensor-003                                               ,energy,,
reading-1777005793053560,Float64,1777005793053561600,,71.980000,energy-sensor-003                                               ,energy,,
reading-1777005800980216,Float64,1777005800980217088,,51.990000,energy-sensor-003                                               ,energy,,
reading-1777005806692965,Float64,1777005806692967424,,26.090000,energy-sensor-003                                               ,energy,,
reading-1777005811883785,Float64,1777005811883786496,,38.310000,energy-sensor-003                                               ,energy,,
reading-1777005820109561,Float64,1777005820109562624,,66.120000,energy-sensor-003                                               ,energy,,
reading-1777005834994403,Float64,1777005834994404096,,200.000000,energy-sensor-003                                               ,energy,,
reading-1777005837725349,Float64,1777005837725350656,,33.940000,energy-sensor-003                                               ,energy,,
reading-1777005838532453,Float64,1777005838532456192,,34.130000,energy-sensor-003                                               ,energy,,
reading-1777005856194120,Float64,1777005856194121728,,3.890000,energy-sensor-003                                               ,energy,,
reading-1777005866789983,Float64,1777005866789986048,,74.470000,energy-sensor-003                                               ,energy,,
reading-1777005872296673,Float64,1777005872296675328,,80.670000,energy-sensor-003                                               ,energy,,
reading-1777005874625233,Float64,1777005874625234432,,46.920000,energy-sensor-003                                               ,energy,,
reading-1777005877592931,Float64,1777005877592933888,,45.540000,energy-sensor-003                                               ,energy,,
reading-1777005887035096,Float64,1777005887035098112,,0.770000,energy-sensor-003                                               ,energy,,
reading-1777005913982081,Float64,1777005913982083584,,2.330000,energy-sensor-003                                               ,energy,,
reading-1777005914890752,Float64,1777005914890754560,,83.920000,energy-sensor-003                                               ,energy,,
reading-1777005920602095,Float64,1777005920602097408,,14.390000,energy-sensor-003                                               ,energy,,
reading-1777005958658603,Float64,1777005958658605312,,78.040000,energy-sensor-003                                               ,energy,,
reading-1777005964733663,Float64,1777005964733665280,,28.340000,energy-sensor-003                                               ,energy,,
reading-1777005969411247,Float64,1777005969411270912,,38.790000,energy-sensor-003                                               ,energy,,
reading-1777005972141140,Float64,1777005972141141504,,64.400000,energy-sensor-003                                               ,energy,,
reading-1777005972746688,Float64,1777005972746690816,,51.310000,energy-sensor-003                                               ,energy,,
reading-1777005977214412,Float64,1777005977214413312,,11.180000,energy-sensor-003                                               ,energy,,
reading-1777005979887954,Float64,1777005979887955712,,59.710000,energy-sensor-003                                               ,energy,,
reading-1777005987880425,Float64,1777005987880425984,,32.960000,energy-sensor-003                                               ,energy,,
reading-1777005997061343,Float64,1777005997061344000,,57.880000,energy-sensor-003                                               ,energy,,
